District,Station,x,y,longitude,latitude,date,Homicide Total,Assault (Family) Total,Assault (Non-Family) Total,Stealing of Motor Vehicle, Stealing Total, Property Damage Total, Arson Total,Drug Offences Total,Regulated Weapons Offences
Armadale,Armadale,116.0172929,-32.15147671,116.0172929,-32.15147671,1/12/2007,1,65,65,63,507,323,11,80,21
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2007,1,65,65,63,507,323,11,80,21
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2007,1,65,65,63,507,323,11,80,21
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2007,1,65,65,63,507,323,11,80,21
Armadale,Armadale,116.0172929,-32.15147671,115.9799239,-32.06286601,1/12/2008,0,57,75,27,396,344,11,102,17
Armadale,Canning Vale,115.9368138,-32.06286601,115.9799239,-32.06286601,1/12/2008,0,57,75,27,396,344,11,102,17
Armadale,Gosnells,116.0034899,-32.07342991,115.9799239,-32.07342991,1/12/2008,0,57,75,27,396,344,11,102,17
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2008,0,57,75,27,396,344,11,102,17
Armadale,Armadale,116.0172929,-32.15147671,115.9799239,-32.06286601,1/12/2009,0,74,124,49,369,304,11,150,16
Armadale,Canning Vale,115.9368138,-32.06286601,115.9799239,-32.06286601,1/12/2009,0,74,124,49,369,304,11,150,16
Armadale,Gosnells,116.0034899,-32.07342991,115.9799239,-32.07342991,1/12/2009,0,74,124,49,369,304,11,150,16
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2009,0,74,124,49,369,304,11,150,16
Armadale,Armadale,116.0172929,-32.15147671,115.9799239,-32.06286601,1/12/2010,0,91,68,50,422,315,6,69,19
Armadale,Canning Vale,115.9368138,-32.06286601,115.9799239,-32.06286601,1/12/2010,0,91,68,50,422,315,6,69,19
Armadale,Gosnells,116.0034899,-32.07342991,115.9799239,-32.07342991,1/12/2010,0,91,68,50,422,315,6,69,19
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2010,0,91,68,50,422,315,6,69,19
Armadale,Armadale,116.0172929,-32.15147671,115.9799239,-32.06286601,1/12/2011,1,87,61,64,539,239,8,74,9
Armadale,Canning Vale,115.9368138,-32.06286601,115.9799239,-32.06286601,1/12/2011,1,87,61,64,539,239,8,74,9
Armadale,Gosnells,116.0034899,-32.07342991,115.9799239,-32.07342991,1/12/2011,1,87,61,64,539,239,8,74,9
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2011,1,87,61,64,539,239,8,74,9
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2012,3,136,79,101,575,244,10,105,11
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2012,3,136,79,101,575,244,10,105,11
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2012,3,136,79,101,575,244,10,105,11
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2012,3,136,79,101,575,244,10,105,11
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2013,1,125,95,77,502,242,12,88,15
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2013,1,125,95,77,502,242,12,88,15
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2013,1,125,95,77,502,242,12,88,15
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2013,1,125,95,77,502,242,12,88,15
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2014,0,161,77,57,569,232,14,197,35
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2014,0,161,77,57,569,232,14,197,35
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2014,0,161,77,57,569,232,14,197,35
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2014,0,161,77,57,569,232,14,197,35
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2015,0,163,89,69,672,288,19,276,48
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2015,0,163,89,69,672,288,19,276,48
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2015,0,163,89,69,672,288,19,276,48
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2015,0,163,89,69,672,288,19,276,48
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2016,0,205,101,67,673,292,13,233,47
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2016,0,205,101,67,673,292,13,233,47
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2016,0,205,101,67,673,292,13,233,47
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2016,0,205,101,67,673,292,13,233,47
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2017,6,174,102,70,649,189,14,204,30
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2017,6,174,102,70,649,189,14,204,30
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2017,6,174,102,70,649,189,14,204,30
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2017,6,174,102,70,649,189,14,204,30
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2018,0,173,86,53,747,217,11,243,45
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2018,0,173,86,53,747,217,11,243,45
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2018,0,173,86,53,747,217,11,243,45
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2018,0,173,86,53,747,217,11,243,45
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2019,0,238,80,61,730,270,24,231,46
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2019,0,238,80,61,730,270,24,231,46
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2019,0,238,80,61,730,270,24,231,46
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2019,0,238,80,61,730,270,24,231,46
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2020,0,185,85,54,483,205,5,215,44
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2020,0,185,85,54,483,205,5,215,44
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2020,0,185,85,54,483,205,5,215,44
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2020,0,185,85,54,483,205,5,215,44
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2021,1,171,97,36,481,170,15,151,21
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2021,1,171,97,36,481,170,15,151,21
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2021,1,171,97,36,481,170,15,151,21
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2021,1,171,97,36,481,170,15,151,21
Armadale,Armadale,116.0172929,-32.15147671,115.9368138,-32.06286601,1/12/2022,0,176,105,32,554,180,7,155,28
Armadale,Canning Vale,115.9368138,-32.06286601,115.9368138,-32.06286601,1/12/2022,0,176,105,32,554,180,7,155,28
Armadale,Gosnells,116.0034899,-32.07342991,116.0034899,-32.07342991,1/12/2022,0,176,105,32,554,180,7,155,28
Armadale,Mundijong,115.9799239,-32.29805247,115.9799239,-32.29805247,1/12/2022,0,176,105,32,554,180,7,155,28
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2007,1,65,114,70,713,591,9,110,40
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2007,1,65,114,70,713,591,9,110,40
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2007,1,65,114,70,713,591,9,110,40
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2008,0,64,82,67,567,358,5,151,15
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2008,0,64,82,67,567,358,5,151,15
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2008,0,64,82,67,567,358,5,151,15
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2009,0,58,99,49,556,298,4,76,11
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2009,0,58,99,49,556,298,4,76,11
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2009,0,58,99,49,556,298,4,76,11
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2010,1,85,113,78,594,299,8,73,10
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2010,1,85,113,78,594,299,8,73,10
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2010,1,85,113,78,594,299,8,73,10
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2011,3,88,69,58,688,276,5,73,10
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2011,3,88,69,58,688,276,5,73,10
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2011,3,88,69,58,688,276,5,73,10
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2012,0,96,90,126,1008,313,6,83,12
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2012,0,96,90,126,1008,313,6,83,12
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2012,0,96,90,126,1008,313,6,83,12
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2013,0,88,87,98,772,229,6,151,10
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2013,0,88,87,98,772,229,6,151,10
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2013,0,88,87,98,772,229,6,151,10
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2014,0,111,69,61,836,266,13,214,34
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2014,0,111,69,61,836,266,13,214,34
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2014,0,111,69,61,836,266,13,214,34
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2015,0,154,78,101,1192,332,11,163,23
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2015,0,154,78,101,1192,332,11,163,23
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2015,0,154,78,101,1192,332,11,163,23
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2016,0,122,92,99,770,296,9,201,23
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2016,0,122,92,99,770,296,9,201,23
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2016,0,122,92,99,770,296,9,201,23
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2017,1,144,76,63,769,244,2,179,26
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2017,1,144,76,63,769,244,2,179,26
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2017,1,144,76,63,769,244,2,179,26
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2018,1,148,112,69,801,208,10,158,23
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2018,1,148,112,69,801,208,10,158,23
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2018,1,148,112,69,801,208,10,158,23
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2019,1,158,115,60,883,256,9,164,13
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2019,1,158,115,60,883,256,9,164,13
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2019,1,158,115,60,883,256,9,164,13
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2020,1,176,72,45,659,182,4,174,25
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2020,1,176,72,45,659,182,4,174,25
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2020,1,176,72,45,659,182,4,174,25
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2021,0,179,112,55,736,197,6,96,10
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2021,0,179,112,55,736,197,6,96,10
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2021,0,179,112,55,736,197,6,96,10
Cannington,Cannington ,115.9311903,-32.01699384,115.9311903,-32.01699384,1/12/2022,0,164,137,69,1013,263,1,172,16
Cannington,Belmont,115.9343393,-31.96031724,115.9343393,-31.96031724,1/12/2022,0,164,137,69,1013,263,1,172,16
Cannington,Kensignton,115.8866737,31.98508955,115.8866737,31.98508955,1/12/2022,0,164,137,69,1013,263,1,172,16
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2007,0,63,97,63,690,374,6,117,16
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2007,0,63,97,63,690,374,6,117,16
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2007,0,63,97,63,690,374,6,117,16
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2007,0,63,97,63,690,374,6,117,16
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2007,0,63,97,63,690,374,6,117,16
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2007,0,63,97,63,690,374,6,117,16
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2008,1,50,83,58,683,357,14,112,14
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2008,1,50,83,58,683,357,14,112,14
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2008,1,50,83,58,683,357,14,112,14
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2008,1,50,83,58,683,357,14,112,14
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2008,1,50,83,58,683,357,14,112,14
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2008,1,50,83,58,683,357,14,112,14
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2009,0,40,114,44,748,317,6,122,21
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2009,0,40,114,44,748,317,6,122,21
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2009,0,40,114,44,748,317,6,122,21
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2009,0,40,114,44,748,317,6,122,21
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2009,0,40,114,44,748,317,6,122,21
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2009,0,40,114,44,748,317,6,122,21
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2010,0,70,90,46,613,299,10,94,9
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2010,0,70,90,46,613,299,10,94,9
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2010,0,70,90,46,613,299,10,94,9
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2010,0,70,90,46,613,299,10,94,9
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2010,0,70,90,46,613,299,10,94,9
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2010,0,70,90,46,613,299,10,94,9
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2011,0,70,79,83,705,234,7,86,4
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2011,0,70,79,83,705,234,7,86,4
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2011,0,70,79,83,705,234,7,86,4
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2011,0,70,79,83,705,234,7,86,4
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2011,0,70,79,83,705,234,7,86,4
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2011,0,70,79,83,705,234,7,86,4
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2012,0,88,100,107,786,269,10,90,22
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2012,0,88,100,107,786,269,10,90,22
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2012,0,88,100,107,786,269,10,90,22
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2012,0,88,100,107,786,269,10,90,22
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2012,0,88,100,107,786,269,10,90,22
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2012,0,88,100,107,786,269,10,90,22
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2013,1,84,97,117,798,228,9,166,18
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2013,1,84,97,117,798,228,9,166,18
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2013,1,84,97,117,798,228,9,166,18
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2013,1,84,97,117,798,228,9,166,18
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2013,1,84,97,117,798,228,9,166,18
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2013,1,84,97,117,798,228,9,166,18
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2014,3,124,86,74,767,249,7,204,43
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2014,3,124,86,74,767,249,7,204,43
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2014,3,124,86,74,767,249,7,204,43
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2014,3,124,86,74,767,249,7,204,43
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2014,3,124,86,74,767,249,7,204,43
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2014,3,124,86,74,767,249,7,204,43
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2015,3,135,81,70,1024,307,19,258,25
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2015,3,135,81,70,1024,307,19,258,25
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2015,3,135,81,70,1024,307,19,258,25
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2015,3,135,81,70,1024,307,19,258,25
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2015,3,135,81,70,1024,307,19,258,25
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2015,3,135,81,70,1024,307,19,258,25
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2016,2,112,104,63,784,218,2,256,38
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2016,2,112,104,63,784,218,2,256,38
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2016,2,112,104,63,784,218,2,256,38
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2016,2,112,104,63,784,218,2,256,38
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2016,2,112,104,63,784,218,2,256,38
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2016,2,112,104,63,784,218,2,256,38
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2017,2,129,79,70,833,238,10,153,19
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2017,2,129,79,70,833,238,10,153,19
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2017,2,129,79,70,833,238,10,153,19
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2017,2,129,79,70,833,238,10,153,19
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2017,2,129,79,70,833,238,10,153,19
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2017,2,129,79,70,833,238,10,153,19
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2018,2,97,90,58,871,240,9,176,28
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2018,2,97,90,58,871,240,9,176,28
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2018,2,97,90,58,871,240,9,176,28
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2018,2,97,90,58,871,240,9,176,28
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2018,2,97,90,58,871,240,9,176,28
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2018,2,97,90,58,871,240,9,176,28
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2019,1,130,92,81,814,227,4,218,36
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2019,1,130,92,81,814,227,4,218,36
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2019,1,130,92,81,814,227,4,218,36
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2019,1,130,92,81,814,227,4,218,36
Fremantle,Palmyra,115.787012,-32.03601917,115.787012,-32.03601917,1/12/2019,1,130,92,81,814,227,4,218,36
Fremantle,Rottnest,115.5393947,-31.99434935,115.5393947,-31.99434935,1/12/2019,1,130,92,81,814,227,4,218,36
Fremantle,Cockburn,115.855991,-32.12451411,115.855991,-32.12451411,1/12/2020,1,143,106,42,495,192,11,185,18
Fremantle,Cottesloe,115.7600907,-32.00059778,115.7600907,-32.00059778,1/12/2020,1,143,106,42,495,192,11,185,18
Fremantle,Fremantle ,115.7458515,-32.05444355,115.7458515,-32.05444355,1/12/2020,1,143,106,42,495,192,11,185,18
Fremantle,Murdoch,115.8436833,-32.07167727,115.8436833,-32.07167727,1/12/2020,1,143,106,42,495,192,11,185,18
