District,Station,x,y,longitude,latitude,date,Homicide Total,Assault (Family) Total,Assault (Non-Family) Total,Stealing of Motor Vehicle, Stealing Total, Property Damage Total, Arson Total,Drug Offences Total,Regulated Weapons Offences
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2008,0,89,68,57,470,280,27,83,16
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2008,0,89,68,57,470,280,27,83,16
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2008,0,89,68,57,470,280,27,83,16
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2008,0,89,68,57,470,280,27,83,16
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2009,1,91,78,38,457,301,14,94,24
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2009,1,91,78,38,457,301,14,94,24
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2009,1,91,78,38,457,301,14,94,24
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2009,1,91,78,38,457,301,14,94,24
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2009,1,91,78,38,457,301,14,94,24
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2009,1,91,78,38,457,301,14,94,24
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2010,0,97,91,86,533,345,7,66,23
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2010,0,97,91,86,533,345,7,66,23
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2010,0,97,91,86,533,345,7,66,23
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2010,0,97,91,86,533,345,7,66,23
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2010,0,97,91,86,533,345,7,66,23
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2010,0,97,91,86,533,345,7,66,23
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2011,0,113,91,67,524,264,10,105,20
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2011,0,113,91,67,524,264,10,105,20
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2011,0,113,91,67,524,264,10,105,20
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2011,0,113,91,67,524,264,10,105,20
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2011,0,113,91,67,524,264,10,105,20
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2011,0,113,91,67,524,264,10,105,20
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2012,4,125,89,77,573,263,16,88,11
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2012,4,125,89,77,573,263,16,88,11
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2012,4,125,89,77,573,263,16,88,11
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2012,4,125,89,77,573,263,16,88,11
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2012,4,125,89,77,573,263,16,88,11
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2012,4,125,89,77,573,263,16,88,11
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2013,0,126,70,90,520,220,11,105,26
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2013,0,126,70,90,520,220,11,105,26
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2013,0,126,70,90,520,220,11,105,26
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2013,0,126,70,90,520,220,11,105,26
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2013,0,126,70,90,520,220,11,105,26
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2013,0,126,70,90,520,220,11,105,26
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2014,0,147,91,53,581,243,18,205,38
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2014,0,147,91,53,581,243,18,205,38
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2014,0,147,91,53,581,243,18,205,38
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2014,0,147,91,53,581,243,18,205,38
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2014,0,147,91,53,581,243,18,205,38
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2014,0,147,91,53,581,243,18,205,38
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2015,1,185,80,70,589,222,21,184,23
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2015,1,185,80,70,589,222,21,184,23
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2015,1,185,80,70,589,222,21,184,23
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2015,1,185,80,70,589,222,21,184,23
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2015,1,185,80,70,589,222,21,184,23
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2015,1,185,80,70,589,222,21,184,23
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2016,2,184,105,63,581,259,13,158,20
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2016,2,184,105,63,581,259,13,158,20
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2016,2,184,105,63,581,259,13,158,20
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2016,2,184,105,63,581,259,13,158,20
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2016,2,184,105,63,581,259,13,158,20
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2016,2,184,105,63,581,259,13,158,20
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2017,2,173,90,59,540,222,12,147,23
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2017,2,173,90,59,540,222,12,147,23
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2017,2,173,90,59,540,222,12,147,23
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2017,2,173,90,59,540,222,12,147,23
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2017,2,173,90,59,540,222,12,147,23
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2017,2,173,90,59,540,222,12,147,23
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2018,1,177,81,74,536,230,12,198,37
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2018,1,177,81,74,536,230,12,198,37
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2018,1,177,81,74,536,230,12,198,37
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2018,1,177,81,74,536,230,12,198,37
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2018,1,177,81,74,536,230,12,198,37
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2018,1,177,81,74,536,230,12,198,37
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2019,0,159,127,67,668,212,17,216,23
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2019,0,159,127,67,668,212,17,216,23
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2019,0,159,127,67,668,212,17,216,23
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2019,0,159,127,67,668,212,17,216,23
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2019,0,159,127,67,668,212,17,216,23
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2019,0,159,127,67,668,212,17,216,23
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2020,1,168,72,42,415,156,6,167,26
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2020,1,168,72,42,415,156,6,167,26
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2020,1,168,72,42,415,156,6,167,26
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2020,1,168,72,42,415,156,6,167,26
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2020,1,168,72,42,415,156,6,167,26
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2020,1,168,72,42,415,156,6,167,26
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2021,0,141,79,34,376,198,14,128,12
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2021,0,141,79,34,376,198,14,128,12
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2021,0,141,79,34,376,198,14,128,12
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2021,0,141,79,34,376,198,14,128,12
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2021,0,141,79,34,376,198,14,128,12
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2021,0,141,79,34,376,198,14,128,12
Midland,Ballajura,115.8957264,-31.84572515,115.8957264,-31.84572515,1/12/2022,0,243,92,57,497,205,4,95,26
Midland,Ellenbrook,115.9663408,-31.78037668,115.9663408,-31.78037668,1/12/2022,0,243,92,57,497,205,4,95,26
Midland,Forrestfield,116.0097215,-31.98573545,116.0097215,-31.98573545,1/12/2022,0,243,92,57,497,205,4,95,26
Midland,Kiara,115.939222,-31.88708245,115.939222,-31.88708245,1/12/2022,0,243,92,57,497,205,4,95,26
Midland,Midland,116.0023487,-31.88673677,116.0023487,-31.88673677,1/12/2022,0,243,92,57,497,205,4,95,26
Midland,Mundaring,116.1666915,-31.90226812,116.1666915,-31.90226812,1/12/2022,0,243,92,57,497,205,4,95,26
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2007,0,55,108,75,807,346,7,127,16
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2007,0,55,108,75,807,346,7,127,16
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2007,0,55,108,75,807,346,7,127,16
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2007,0,55,108,75,807,346,7,127,16
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2008,0,59,94,52,755,332,13,180,27
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2008,0,59,94,52,755,332,13,180,27
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2008,0,59,94,52,755,332,13,180,27
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2008,0,59,94,52,755,332,13,180,27
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2009,2,93,131,41,685,319,12,159,15
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2009,2,93,131,41,685,319,12,159,15
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2009,2,93,131,41,685,319,12,159,15
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2009,2,93,131,41,685,319,12,159,15
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2010,12,87,81,58,608,288,7,64,13
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2010,12,87,81,58,608,288,7,64,13
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2010,12,87,81,58,608,288,7,64,13
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2010,12,87,81,58,608,288,7,64,13
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2011,0,53,94,78,838,292,6,109,10
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2011,0,53,94,78,838,292,6,109,10
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2011,0,53,94,78,838,292,6,109,10
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2011,0,53,94,78,838,292,6,109,10
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2012,1,116,85,127,817,305,6,217,36
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2012,1,116,85,127,817,305,6,217,36
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2012,1,116,85,127,817,305,6,217,36
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2012,1,116,85,127,817,305,6,217,36
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2013,2,126,81,93,787,224,12,159,30
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2013,2,126,81,93,787,224,12,159,30
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2013,2,126,81,93,787,224,12,159,30
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2013,2,126,81,93,787,224,12,159,30
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2014,0,118,84,93,784,271,9,220,24
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2014,0,118,84,93,784,271,9,220,24
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2014,0,118,84,93,784,271,9,220,24
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2014,0,118,84,93,784,271,9,220,24
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2015,0,177,102,81,762,330,6,232,48
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2015,0,177,102,81,762,330,6,232,48
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2015,0,177,102,81,762,330,6,232,48
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2015,0,177,102,81,762,330,6,232,48
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2016,0,148,73,77,760,303,13,197,31
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2016,0,148,73,77,760,303,13,197,31
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2016,0,148,73,77,760,303,13,197,31
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2016,0,148,73,77,760,303,13,197,31
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2017,0,140,96,72,726,241,7,226,38
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2017,0,140,96,72,726,241,7,226,38
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2017,0,140,96,72,726,241,7,226,38
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2017,0,140,96,72,726,241,7,226,38
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2018,1,150,90,72,845,236,6,243,33
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2018,1,150,90,72,845,236,6,243,33
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2018,1,150,90,72,845,236,6,243,33
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2018,1,150,90,72,845,236,6,243,33
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2019,0,146,92,77,834,211,7,234,30
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2019,0,146,92,77,834,211,7,234,30
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2019,0,146,92,77,834,211,7,234,30
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2019,0,146,92,77,834,211,7,234,30
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2020,0,168,76,38,522,186,4,171,20
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2020,0,168,76,38,522,186,4,171,20
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2020,0,168,76,38,522,186,4,171,20
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2020,0,168,76,38,522,186,4,171,20
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2021,0,191,95,48,581,239,3,152,14
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2021,0,191,95,48,581,239,3,152,14
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2021,0,191,95,48,581,239,3,152,14
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2021,0,191,95,48,581,239,3,152,14
Mirrabooka,Bayswater,115.9136797,-31.91853857,115.9136797,-31.91853857,1/12/2022,0,190,91,61,747,236,4,127,38
Mirrabooka,Mirrabooka,115.8649685,-31.870891,115.8649685,-31.870891,1/12/2022,0,190,91,61,747,236,4,127,38
Mirrabooka,Morely,115.8891093,-31.89879545,115.8891093,-31.89879545,1/12/2022,0,190,91,61,747,236,4,127,38
Mirrabooka,Scarborough,115.7659232,-31.89384021,115.7659232,-31.89384021,1/12/2022,0,190,91,61,747,236,4,127,38
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2007,1,25,221,40,815,283,10,127,12
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2007,1,25,221,40,815,283,10,127,12
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2008,0,24,172,28,722,241,5,134,17
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2008,0,24,172,28,722,241,5,134,17
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2009,0,37,162,24,656,199,4,96,11
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2009,0,37,162,24,656,199,4,96,11
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2010,0,19,195,23,505,181,4,142,17
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2010,0,19,195,23,505,181,4,142,17
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2011,1,40,155,45,604,150,4,90,10
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2011,1,40,155,45,604,150,4,90,10
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2012,0,34,153,48,722,191,2,111,16
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2012,0,34,153,48,722,191,2,111,16
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2013,2,24,135,41,599,147,3,270,22
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2013,2,24,135,41,599,147,3,270,22
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2014,0,39,131,41,607,148,4,192,16
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2014,0,39,131,41,607,148,4,192,16
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2015,0,50,156,44,871,180,3,163,16
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2015,0,50,156,44,871,180,3,163,16
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2016,0,54,166,40,708,175,3,273,31
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2016,0,54,166,40,708,175,3,273,31
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2017,0,54,150,32,788,193,3,298,23
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2017,0,54,150,32,788,193,3,298,23
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2018,0,57,210,42,818,157,2,242,13
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2018,0,57,210,42,818,157,2,242,13
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2019,1,63,169,27,968,128,6,515,23
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2019,1,63,169,27,968,128,6,515,23
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2020,0,100,179,34,681,157,4,239,21
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2020,0,100,179,34,681,157,4,239,21
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2021,0,104,202,33,612,161,3,156,16
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2021,0,104,202,33,612,161,3,156,16
Perth,Perth,115.8525752,-31.94669786,115.8525752,-31.94669786,1/12/2022,0,129,180,37,802,122,5,252,16
Perth,Wembley,115.8079973,-31.94149276,115.8079973,-31.94149276,1/12/2022,0,129,180,37,802,122,5,252,16
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2007,1,60,104,52,582,362,18,100,17
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2008,0,40,94,60,628,346,14,128,12
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2009,0,63,76,42,570,300,22,127,17
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2010,1,80,80,67,525,343,9,80,10
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2011,3,158,89,75,711,315,8,78,19
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2012,0,139,101,78,624,266,13,102,13
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2013,5,142,66,67,617,225,9,128,14
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2014,0,117,69,64,783,260,23,196,38
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2015,0,192,83,90,673,261,17,273,28
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2016,4,140,79,55,650,233,19,297,43
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2017,1,125,83,59,646,198,19,207,19
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2018,2,116,74,46,626,192,6,233,26
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2019,0,145,67,52,654,208,8,265,48
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2020,1,158,65,42,362,201,5,205,25
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2021,0,146,108,23,429,194,22,198,30
South West,Bunbury,115.6351154,-33.32632039,115.6351154,-33.32632039,1/12/2022,2,162,88,44,448,201,7,131,21
